TIPO;ESTRATO ;CONSUMO JULIO 2020;CONSUMO AGOSTO 2020.;CONSUMO SEPTIEMBRE 2020.;CONSUMO OCTUBRE 2020.;CONSUMO NOVIEM 2020.;CONSUMO DICIEMBRE 2020.;PROMEDIO
RESIDENCIAL;ESTRATO 1.0;8;8;22;0;0;28;11
RESIDENCIAL;ESTRATO 1.0;13;13;23;16;0;0;1.083.333.333
RESIDENCIAL;ESTRATO 1.0;8;8;18;10;0;18;1.033.333.333
RESIDENCIAL;ESTRATO 1.0;2;2;53;9;0;13;1.316.666.667
RESIDENCIAL;ESTRATO 1.0;7;7;29;30;0;38;18.5
RESIDENCIAL;ESTRATO 2;25;25;50;50;0;55;3.416.666.667
RESIDENCIAL;ESTRATO 1.0;10;10;21;9;0;21;1.183.333.333
RESIDENCIAL;ESTRATO 1;1;1;73;60;0;120;42.5
RESIDENCIAL;ESTRATO 1.0;3;3;73;28;0;35;2.366.666.667
RESIDENCIAL;ESTRATO 1.0;26;26;37;18;0;0;1.783.333.333
RESIDENCIAL;ESTRATO 1.0;16;16;102;48;0;55;39.5
RESIDENCIAL;ESTRATO 1.0;40;40;129;28;0;139;6.266.666.667
RESIDENCIAL;ESTRATO 2;7;7;8;6;0;24;8.666.666.667
RESIDENCIAL;ESTRATO 2;19;19;36;12;0;33;1.983.333.333
RESIDENCIAL;ESTRATO 2;13;13;28;19;0;31;1.733.333.333
RESIDENCIAL;ESTRATO 1.0;8;8;22;8;0;20;11
RESIDENCIAL;ESTRATO 1.0;64;64;0;15;0;0;2.383.333.333
RESIDENCIAL;ESTRATO 1.0;21;21;55;35;0;64;3.266.666.667
RESIDENCIAL;ESTRATO 1.0;8;8;16;9;0;12;8.833.333.333
RESIDENCIAL;ESTRATO 2;15;15;36;18;0;78;27
RESIDENCIAL;ESTRATO 2;15;15;38;20;0;35;20.5
RESIDENCIAL;ESTRATO 2;3;3;5;0;0;0;1.833.333.333
RESIDENCIAL;ESTRATO 2;34;34;75;30;0;59;3.866.666.667
RESIDENCIAL;ESTRATO 2;28;28;75;18;0;28;29.5
RESIDENCIAL;ESTRATO 2;7;7;26;0;0;28;1.133.333.333
RESIDENCIAL;ESTRATO 2;4;4;26;3;0;24;1.016.666.667
RESIDENCIAL;ESTRATO 2;5;5;18;9;0;16;8.833.333.333
RESIDENCIAL;ESTRATO 2;42;42;63;27;0;55;3.816.666.667
RESIDENCIAL;ESTRATO 2;4;4;13;6;0;11;6.333.333.333
RESIDENCIAL;ESTRATO 1;9;9;20;10;0;16;1.066.666.667
RESIDENCIAL;ESTRATO 2;1;1;6;6;0;26;6.666.666.667
RESIDENCIAL;ESTRATO 2;16;16;41;20;0;34;2.116.666.667
RESIDENCIAL;ESTRATO 2;10;10;62;22;0;41;2.416.666.667
RESIDENCIAL;ESTRATO 2;16;16;78;34;0;63;34.5
RESIDENCIAL;ESTRATO 2;27;27;108;51;0;20;3.883.333.333
RESIDENCIAL;ESTRATO 2;16;16;56;29;0;54;28.5
RESIDENCIAL;ESTRATO 2;13;13;33;17;0;25;1.683.333.333
RESIDENCIAL;ESTRATO 2;137;137;291;118;0;289;162
RESIDENCIAL;ESTRATO 2;0;0;0;29;0;0;4.833.333.333
RESIDENCIAL;ESTRATO 2;41;41;76;52;0;75;47.5
RESIDENCIAL;ESTRATO 2;0;0;15;17;0;22;9
RESIDENCIAL;ESTRATO 2;22;22;58;24;0;37;2.716.666.667
RESIDENCIAL;ESTRATO 2;9;9;23;10;0;15;11
RESIDENCIAL;ESTRATO 2;19;19;31;20;0;34;20.5
RESIDENCIAL;ESTRATO 2;14;14;27;15;0;30;1.666.666.667
RESIDENCIAL;ESTRATO 2;8;8;15;8;0;16;9.166.666.667
RESIDENCIAL;ESTRATO 2;29;29;30;23;0;35;2.433.333.333
RESIDENCIAL;ESTRATO 2;20;20;66;35;0;54;32.5
RESIDENCIAL;ESTRATO 2;19;19;36;94;0;10;2.966.666.667
RESIDENCIAL;ESTRATO 2;6;6;73;40;0;46;28.5
RESIDENCIAL;ESTRATO 2;8;8;53;20;0;49;23
RESIDENCIAL;ESTRATO 2;0;0;36;15;0;10;1.016.666.667
RESIDENCIAL;ESTRATO 2;13;13;16;10;0;19;1.183.333.333
RESIDENCIAL;ESTRATO 2;7;7;11;4;0;14;7.166.666.667
RESIDENCIAL;ESTRATO 2;25;25;65;29;0;50;3.233.333.333
RESIDENCIAL;ESTRATO 2;29;29;87;46;0;0;3.183.333.333
RESIDENCIAL;ESTRATO 2;26;26;49;29;0;51;3.016.666.667
RESIDENCIAL;ESTRATO 2;14;14;31;14;0;27;1.666.666.667
RESIDENCIAL;ESTRATO 2;20;20;39;24;0;49;2.533.333.333
RESIDENCIAL;ESTRATO 2;8;8;7;2;0;0;4.166.666.667
RESIDENCIAL;ESTRATO 2;26;26;60;42;0;74;38
RESIDENCIAL;ESTRATO 2;13;13;49;24;0;46;2.416.666.667
RESIDENCIAL;ESTRATO 2;7;7;77;24;0;37;2.533.333.333
RESIDENCIAL;ESTRATO 2;13;13;32;15;0;28;1.683.333.333
RESIDENCIAL;ESTRATO 2;19;19;48;29;0;99;3.566.666.667
RESIDENCIAL;ESTRATO 2;15;15;29;14;0;26;16.5
RESIDENCIAL;ESTRATO 2;0;0;46;23;0;20;1.483.333.333
RESIDENCIAL;ESTRATO 2;14;14;56;21;0;45;25
RESIDENCIAL;ESTRATO 2;19;19;38;25;0;53;2.566.666.667
RESIDENCIAL;ESTRATO 2;98;98;0;1;0;47;4.066.666.667
RESIDENCIAL;ESTRATO 2;5;5;16;7;0;11;7.333.333.333
RESIDENCIAL;ESTRATO 2;6;6;23;21;0;10;11
RESIDENCIAL;ESTRATO 2;32;32;50;25;0;48;3.116.666.667
RESIDENCIAL;ESTRATO 2;0;0;70;24;0;0;1.566.666.667
RESIDENCIAL;ESTRATO 2;9;9;28;12;0;24;1.366.666.667
RESIDENCIAL;ESTRATO 2;7;7;20;7;0;3;7.333.333.333
RESIDENCIAL;ESTRATO 2;19;19;32;22;0;41;2.216.666.667
RESIDENCIAL;ESTRATO 2;12;12;31;16;0;22;15.5
RESIDENCIAL;ESTRATO 2;20;20;37;18;0;45;2.333.333.333
RESIDENCIAL;ESTRATO 2;32;32;74;33;0;110;4.683.333.333
RESIDENCIAL;ESTRATO 2;28;28;111;47;0;0;3.566.666.667
RESIDENCIAL;ESTRATO 2;48;48;89;40;0;73;4.966.666.667
RESIDENCIAL;ESTRATO 2;33;33;98;49;0;208;7.016.666.667
RESIDENCIAL;ESTRATO 2;0;0;93;91;0;47;38.5
RESIDENCIAL;ESTRATO 2;0;0;0;20;0;47;1.116.666.667
RESIDENCIAL;ESTRATO 1;5;5;14;6;0;12;7
RESIDENCIAL;ESTRATO 2;19;19;61;35;0;60;3.233.333.333
RESIDENCIAL;ESTRATO 2;4;4;26;17;0;30;13.5
RESIDENCIAL;ESTRATO 2;24;24;26;26;0;0;1.666.666.667
RESIDENCIAL;ESTRATO 2;25;25;45;41;0;103;3.983.333.333
RESIDENCIAL;ESTRATO 2;46;46;107;88;0;106;65.5
RESIDENCIAL;ESTRATO 2;10;10;16;10;0;26;12
RESIDENCIAL;ESTRATO 2;18;18;32;18;0;33;1.983.333.333
RESIDENCIAL;ESTRATO 2;4;4;2;3;0;19;5.333.333.333
RESIDENCIAL;ESTRATO 2;5;5;48;19;0;38;1.916.666.667
RESIDENCIAL;ESTRATO 2;105;105;0;1;0;58;4.483.333.333
RESIDENCIAL;ESTRATO 2;0;0;36;16;0;37;1.483.333.333
RESIDENCIAL;ESTRATO 2;8;8;23;10;0;17;11
RESIDENCIAL;ESTRATO 2;6;6;7;4;0;8;5.166.666.667
RESIDENCIAL;ESTRATO 2;18;18;60;27;0;56;2.983.333.333
RESIDENCIAL;ESTRATO 1.0;24;24;0;1;0;15;1.066.666.667
RESIDENCIAL;ESTRATO 1.0;35;35;121;69;0;87;5.783.333.333
RESIDENCIAL;ESTRATO 2;8;8;24;8;0;15;10.5
RESIDENCIAL;ESTRATO 2;18;18;56;21;0;24;2.283.333.333
RESIDENCIAL;ESTRATO 2;13;13;42;18;0;37;20.5
RESIDENCIAL;ESTRATO 2;24;24;0;4;0;5;9.5
RESIDENCIAL;ESTRATO 2;29;29;64;42;0;52;36
RESIDENCIAL;ESTRATO 2;20;20;46;30;0;51;2.783.333.333
RESIDENCIAL;ESTRATO 2;5;5;81;7;0;0;1.633.333.333
RESIDENCIAL;ESTRATO 1.0;23;23;77;35;0;51;3.483.333.333
RESIDENCIAL;ESTRATO 2;24;24;91;30;0;50;36.5
RESIDENCIAL;ESTRATO 2;0;0;28;31;0;41;1.666.666.667
RESIDENCIAL;ESTRATO 2;13;13;40;19;0;29;19
RESIDENCIAL;ESTRATO 2;14;14;75;29;0;49;3.016.666.667
RESIDENCIAL;ESTRATO 2;15;15;45;20;0;41;2.266.666.667
RESIDENCIAL;ESTRATO 2;39;39;87;22;0;31;3.633.333.333
RESIDENCIAL;ESTRATO 2;20;20;55;27;0;42;2.733.333.333
RESIDENCIAL;ESTRATO 2;3;3;6;0;0;1;2.166.666.667
RESIDENCIAL;ESTRATO 2;11;11;55;18;0;9;1.733.333.333
RESIDENCIAL;ESTRATO 1.0;14;14;30;15;0;35;18
RESIDENCIAL;ESTRATO 2;22;22;38;2;0;2;1.433.333.333
RESIDENCIAL;ESTRATO 2;10;10;24;13;0;15;12
RESIDENCIAL;ESTRATO 2;9;9;19;10;0;12;9.833.333.333
RESIDENCIAL;ESTRATO 2;9;9;3;14;0;16;8.5
RESIDENCIAL;ESTRATO 2;7;7;63;24;0;48;2.483.333.333
RESIDENCIAL;ESTRATO 2;18;18;21;13;0;65;22.5
RESIDENCIAL;ESTRATO 2;18;18;33;22;0;36;2.116.666.667
RESIDENCIAL;ESTRATO 1.0;12;12;16;8;0;19;1.116.666.667
RESIDENCIAL;ESTRATO 2;4;4;25;13;0;24;1.166.666.667
RESIDENCIAL;ESTRATO 2;35;35;107;81;0;106;6.066.666.667
RESIDENCIAL;ESTRATO 1.0;12;12;38;11;0;19;1.533.333.333
RESIDENCIAL;ESTRATO 1.0;31;31;59;21;0;66;3.466.666.667
RESIDENCIAL;ESTRATO 1.0;9;9;60;51;0;213;57
RESIDENCIAL;ESTRATO 2;8;8;24;9;0;19;1.133.333.333
RESIDENCIAL;ESTRATO 2;7;7;22;10;0;15;1.016.666.667
RESIDENCIAL;ESTRATO 2;26;26;167;74;0;255;9.133.333.333
RESIDENCIAL;ESTRATO 2;22;22;77;33;0;50;34
RESIDENCIAL;ESTRATO 1.0;8;8;38;22;0;37;1.883.333.333
RESIDENCIAL;ESTRATO 2;19;19;74;24;0;65;33.5
RESIDENCIAL;ESTRATO 2;16;16;40;17;0;28;19.5
RESIDENCIAL;ESTRATO 2;28;28;40;20;0;0;1.933.333.333
RESIDENCIAL;ESTRATO 2;4;4;22;6;0;23;9.833.333.333
RESIDENCIAL;ESTRATO 2;21;21;17;4;0;20;1.383.333.333
RESIDENCIAL;ESTRATO 2;16;16;40;19;0;31;2.033.333.333
RESIDENCIAL;ESTRATO 2;6;6;11;8;0;14;7.5
RESIDENCIAL;ESTRATO 2;4;4;13;5;0;10;6
RESIDENCIAL;ESTRATO 2;14;14;58;26;0;21;2.216.666.667
RESIDENCIAL;ESTRATO 2;15;15;22;3;0;33;1.466.666.667
RESIDENCIAL;ESTRATO 1.0;13;13;34;14;0;30;1.733.333.333
RESIDENCIAL;ESTRATO 2;12;12;31;17;0;27;16.5
RESIDENCIAL;ESTRATO 2;9;9;26;13;0;34;1.516.666.667
RESIDENCIAL;ESTRATO 2;31;31;75;18;0;164;5.316.666.667
RESIDENCIAL;ESTRATO 2;10;10;54;17;0;33;2.066.666.667
RESIDENCIAL;ESTRATO 2;10;10;33;13;0;26;1.533.333.333
RESIDENCIAL;ESTRATO 2;16;16;28;15;0;44;1.983.333.333
RESIDENCIAL;ESTRATO 1.0;0;0;0;1;0;5;1
RESIDENCIAL;ESTRATO 1.0;13;13;57;20;0;36;2.316.666.667
RESIDENCIAL;ESTRATO 1.0;12;12;33;18;0;44;1.983.333.333
RESIDENCIAL;ESTRATO 2;11;11;38;26;0;47;2.216.666.667
RESIDENCIAL;ESTRATO 2;15;15;35;13;0;30;18
RESIDENCIAL;ESTRATO 2;13;13;27;2;0;12;1.116.666.667
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;6;6;35;11;0;18;1.266.666.667
RESIDENCIAL;ESTRATO 2;21;21;48;23;0;40;25.5
RESIDENCIAL;ESTRATO 2;5;5;11;3;0;3;4.5
RESIDENCIAL;ESTRATO 2;7;7;40;19;0;24;1.616.666.667
RESIDENCIAL;ESTRATO 2;1;1;0;0;0;3;0.8333333333
RESIDENCIAL;ESTRATO 2;14;14;34;15;0;23;1.666.666.667
RESIDENCIAL;ESTRATO 2;6;6;2;7;0;15;6
RESIDENCIAL;ESTRATO 2;38;41;41;42;36;16;3.566.666.667
RESIDENCIAL;ESTRATO 2;2;24;0;0;0;0;4.333.333.333
RESIDENCIAL;ESTRATO 2;17;19;0;40;23;24;20.5
RESIDENCIAL;ESTRATO 2;4;13;23;20;19;19;1.633.333.333
RESIDENCIAL;ESTRATO 2;7;7;8;5;9;6;7
RESIDENCIAL;ESTRATO 2;21;19;19;23;15;19;1.933.333.333
RESIDENCIAL;ESTRATO 2;10;10;8;16;12;21;1.283.333.333
RESIDENCIAL;ESTRATO 2;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 2;3;4;3;5;4;5;4
RESIDENCIAL;ESTRATO 2;1;1;3;4;4;6;3.166.666.667
RESIDENCIAL;ESTRATO 2;19;21;24;26;18;27;22.5
RESIDENCIAL;ESTRATO 2;28;27;27;33;20;27;27
RESIDENCIAL;ESTRATO 2;7;9;24;11;12;13;1.266.666.667
RESIDENCIAL;ESTRATO 2;47;53;47;42;32;36;4.283.333.333
RESIDENCIAL;ESTRATO 2;19;18;17;17;16;20;1.783.333.333
RESIDENCIAL;ESTRATO 2;13;11;9;12;15;15;12.5
RESIDENCIAL;ESTRATO 2;16;16;16;18;14;19;16.5
RESIDENCIAL;ESTRATO 2;17;14;15;10;12;15;1.383.333.333
RESIDENCIAL;ESTRATO 2;0;18;0;0;0;0;3
RESIDENCIAL;ESTRATO 2;27;0;49;25;24;27;2.533.333.333
RESIDENCIAL;ESTRATO 2;86;108;139;166;78;90;1.111.666.667
RESIDENCIAL;ESTRATO 2;9;15;14;13;10;10;1.183.333.333
RESIDENCIAL;ESTRATO 2;13;16;15;14;15;1;1.233.333.333
RESIDENCIAL;ESTRATO 2;8;9;10;11;5;8;8.5
RESIDENCIAL;ESTRATO 2;4;17;16;20;18;22;1.616.666.667
RESIDENCIAL;ESTRATO 2;45;41;45;54;43;51;46.5
RESIDENCIAL;ESTRATO 2;12;12;11;12;10;15;12
RESIDENCIAL;ESTRATO 2;33;18;16;25;21;21;2.233.333.333
RESIDENCIAL;ESTRATO 2;6;6;6;7;6;7;6.333.333.333
RESIDENCIAL;ESTRATO 2;17;15;17;19;12;103;30.5
RESIDENCIAL;ESTRATO 2;0;26;45;38;38;44;3.183.333.333
RESIDENCIAL;ESTRATO 2;20;21;28;43;28;53;3.216.666.667
RESIDENCIAL;ESTRATO 1;13;13;13;12;11;14;1.266.666.667
RESIDENCIAL;ESTRATO 3;1;0;6;15;8;16;7.666.666.667
RESIDENCIAL;ESTRATO 3;17;15;15;14;10;14;1.416.666.667
RESIDENCIAL;ESTRATO 3;21;19;20;18;19;18;1.916.666.667
RESIDENCIAL;ESTRATO 3;12;8;11;20;17;7;12.5
RESIDENCIAL;ESTRATO 3;5;13;9;10;10;10;9.5
RESIDENCIAL;ESTRATO 3;23;20;19;21;19;29;2.183.333.333
RESIDENCIAL;ESTRATO 3;15;14;16;14;14;18;1.516.666.667
RESIDENCIAL;ESTRATO 1;20;15;18;18;19;16;1.766.666.667
RESIDENCIAL;ESTRATO 2;30;27;36;32;25;35;3.083.333.333
RESIDENCIAL;ESTRATO 2;38;31;25;27;25;33;2.983.333.333
RESIDENCIAL;ESTRATO 2;68;63;50;14;3;2;3.333.333.333
RESIDENCIAL;ESTRATO 2;3;2;6;35;20;43;1.816.666.667
RESIDENCIAL;ESTRATO 2;27;31;28;31;30;34;3.016.666.667
RESIDENCIAL;ESTRATO 2;22;13;20;53;36;40;3.066.666.667
RESIDENCIAL;ESTRATO 2;32;34;55;105;79;142;74.5
RESIDENCIAL;ESTRATO 2;509;0;491;0;475;491;3.276.666.667
RESIDENCIAL;ESTRATO 2;22;27;24;34;29;32;28
RESIDENCIAL;ESTRATO 4;25;25;27;15;18;20;2.166.666.667
RESIDENCIAL;ESTRATO 2;4;2;2;4;3;4;3.166.666.667
RESIDENCIAL;ESTRATO 2;21;16;17;26;21;22;20.5
RESIDENCIAL;ESTRATO 2;77;71;81;103;57;79;78
RESIDENCIAL;ESTRATO 2;0;0;0;5;0;6;1.833.333.333
RESIDENCIAL;ESTRATO 2;24;18;20;25;22;31;2.333.333.333
RESIDENCIAL;ESTRATO 2;9;9;11;72;15;12;2.133.333.333
RESIDENCIAL;ESTRATO 2;21;21;33;42;24;46;3.116.666.667
RESIDENCIAL;ESTRATO 2;2;3;2;4;2;6;3.166.666.667
RESIDENCIAL;ESTRATO 2;27;21;13;28;13;92;3.233.333.333
RESIDENCIAL;ESTRATO 2;20;105;120;83;53;80;7.683.333.333
RESIDENCIAL;ESTRATO 2;7;8;8;9;11;10;8.833.333.333
RESIDENCIAL;ESTRATO 2;17;16;17;23;19;24;1.933.333.333
RESIDENCIAL;ESTRATO 2;54;40;47;64;43;68;5.266.666.667
RESIDENCIAL;ESTRATO 2;17;16;14;19;15;22;1.716.666.667
RESIDENCIAL;ESTRATO 2;22;38;35;33;44;34;3.433.333.333
RESIDENCIAL;ESTRATO 2;1;3;1;2;2;1;1.666.666.667
RESIDENCIAL;ESTRATO 2;0;55;28;27;37;37;3.066.666.667
RESIDENCIAL;ESTRATO 2;17;17;15;18;12;21;1.666.666.667
RESIDENCIAL;ESTRATO 2;63;52;51;63;46;59;5.566.666.667
RESIDENCIAL;ESTRATO 2;4;3;0;0;0;1;1.333.333.333
RESIDENCIAL;ESTRATO 2;33;33;35;37;28;33;3.316.666.667
RESIDENCIAL;ESTRATO 2;25;23;24;24;19;22;2.283.333.333
RESIDENCIAL;ESTRATO 2;55;59;79;115;82;107;8.283.333.333
RESIDENCIAL;ESTRATO 2;20;16;13;15;9;15;1.466.666.667
RESIDENCIAL;ESTRATO 2;12;26;21;34;15;22;2.166.666.667
RESIDENCIAL;ESTRATO 2;20;9;18;28;18;13;1.766.666.667
RESIDENCIAL;ESTRATO 1.0;36;33;47;32;34;82;44
RESIDENCIAL;ESTRATO 2;30;28;31;26;23;28;2.766.666.667
RESIDENCIAL;ESTRATO 2;7;5;8;8;7;12;7.833.333.333
RESIDENCIAL;ESTRATO 2;7;8;8;9;9;3;7.333.333.333
RESIDENCIAL;ESTRATO 2;19;15;17;26;16;18;18.5
RESIDENCIAL;ESTRATO 2;7;8;15;31;16;45;2.033.333.333
RESIDENCIAL;ESTRATO 2;9;9;12;10;8;10;9.666.666.667
RESIDENCIAL;ESTRATO 2;10;9;12;10;14;14;11.5
RESIDENCIAL;ESTRATO 2;11;11;10;12;9;12;1.083.333.333
RESIDENCIAL;ESTRATO 2;35;24;41;41;39;24;34
RESIDENCIAL;ESTRATO 2;19;17;15;17;13;15;16
RESIDENCIAL;ESTRATO 2;12;13;15;9;6;11;11
RESIDENCIAL;ESTRATO 4;227;197;153;154;210;224;1.941.666.667
RESIDENCIAL;ESTRATO 3;15;15;19;21;16;25;18.5
RESIDENCIAL;ESTRATO 3;0;2;14;17;14;12;9.833.333.333
RESIDENCIAL;ESTRATO 2;22;21;18;25;18;15;1.983.333.333
RESIDENCIAL;ESTRATO 3;0;0;1;3;16;35;9.166.666.667
RESIDENCIAL;ESTRATO 3;7;6;6;6;10;29;1.066.666.667
RESIDENCIAL;ESTRATO 2;23;24;28;32;27;31;27.5
RESIDENCIAL;ESTRATO 3;27;23;34;50;0;0;2.233.333.333
RESIDENCIAL;ESTRATO 3;18;10;22;58;20;20;2.466.666.667
RESIDENCIAL;ESTRATO 3;0;0;0;1;0;4;0.8333333333
RESIDENCIAL;ESTRATO 2;81;15;12;15;21;36;30
RESIDENCIAL;ESTRATO 3;12;10;1;22;24;25;1.566.666.667
RESIDENCIAL;ESTRATO 3;11;4;8;10;9;11;8.833.333.333
RESIDENCIAL;ESTRATO 3;30;27;36;31;33;29;31
RESIDENCIAL;ESTRATO 3;7;11;7;7;8;14;9
RESIDENCIAL;ESTRATO 3;17;14;13;14;13;18;1.483.333.333
RESIDENCIAL;ESTRATO 3;39;30;37;34;29;43;3.533.333.333
RESIDENCIAL;ESTRATO 3;35;34;133;0;20;52;4.566.666.667
RESIDENCIAL;ESTRATO 3;19;19;22;28;19;29;2.266.666.667
RESIDENCIAL;ESTRATO 3;31;29;28;27;28;49;32
RESIDENCIAL;ESTRATO 2;41;30;13;14;17;24;2.316.666.667
RESIDENCIAL;ESTRATO 2;25;15;23;25;27;27;2.366.666.667
RESIDENCIAL;ESTRATO 2;27;18;45;26;25;11;2.533.333.333
RESIDENCIAL;ESTRATO 2;32;27;29;35;25;24;2.866.666.667
RESIDENCIAL;ESTRATO 2;135;146;133;172;85;71;1.236.666.667
RESIDENCIAL;ESTRATO 2;8;7;6;8;7;10;7.666.666.667
RESIDENCIAL;ESTRATO 2;33;36;33;41;31;49;3.716.666.667
RESIDENCIAL;ESTRATO 2;18;17;18;16;12;18;16.5
RESIDENCIAL;ESTRATO 2;7;6;7;7;8;8;7.166.666.667
RESIDENCIAL;ESTRATO 2;31;32;27;30;36;38;3.233.333.333
RESIDENCIAL;ESTRATO 2;24;25;33;0;41;0;20.5
RESIDENCIAL;ESTRATO 2;0;26;0;162;12;19;36.5
RESIDENCIAL;ESTRATO 2;22;18;20;0;71;48;2.983.333.333
RESIDENCIAL;ESTRATO 2;11;12;10;12;12;17;1.233.333.333
RESIDENCIAL;ESTRATO 2;2;1;2;3;2;2;2
RESIDENCIAL;ESTRATO 2;21;20;19;33;14;27;2.233.333.333
RESIDENCIAL;ESTRATO 2;16;15;0;207;20;29;4.783.333.333
RESIDENCIAL;ESTRATO 2;29;15;16;16;16;19;18.5
RESIDENCIAL;ESTRATO 2;18;21;22;22;17;9;1.816.666.667
RESIDENCIAL;ESTRATO 2;36;39;36;42;25;27;3.416.666.667
RESIDENCIAL;ESTRATO 2;12;13;13;18;15;15;1.433.333.333
RESIDENCIAL;ESTRATO 2;29;27;30;0;63;27;2.933.333.333
RESIDENCIAL;ESTRATO 2;19;16;15;14;73;0;2.283.333.333
RESIDENCIAL;ESTRATO 2;16;19;20;20;15;23;1.883.333.333
RESIDENCIAL;ESTRATO 2;19;18;15;16;16;20;1.733.333.333
RESIDENCIAL;ESTRATO 2;10;13;10;7;9;15;1.066.666.667
RESIDENCIAL;ESTRATO 2;10;13;11;13;9;14;1.166.666.667
RESIDENCIAL;ESTRATO 2;18;23;23;27;27;35;25.5
RESIDENCIAL;ESTRATO 2;15;13;10;23;18;15;1.566.666.667
RESIDENCIAL;ESTRATO 2;4;10;7;17;14;12;1.066.666.667
RESIDENCIAL;ESTRATO 2;15;12;9;17;11;9;1.216.666.667
RESIDENCIAL;ESTRATO 2;20;15;13;38;25;30;23.5
RESIDENCIAL;ESTRATO 3;15;19;9;14;28;15;1.666.666.667
RESIDENCIAL;ESTRATO 3;46;36;26;56;42;31;39.5
RESIDENCIAL;ESTRATO 3;42;31;26;49;39;37;3.733.333.333
RESIDENCIAL;ESTRATO 2;12;16;13;26;26;22;1.916.666.667
RESIDENCIAL;ESTRATO 3;9;12;18;18;14;15;1.433.333.333
RESIDENCIAL;ESTRATO 3;28;15;13;21;19;8;1.733.333.333
RESIDENCIAL;ESTRATO 3;17;28;14;41;33;39;2.866.666.667
RESIDENCIAL;ESTRATO 2;103;64;52;138;0;29;6.433.333.333
RESIDENCIAL;ESTRATO 3;12;32;12;33;36;10;22.5
RESIDENCIAL;ESTRATO 3;8;4;2;25;23;44;1.766.666.667
RESIDENCIAL;ESTRATO 3;8;5;7;22;21;22;1.416.666.667
RESIDENCIAL;ESTRATO 3;7;0;7;8;0;7;4.833.333.333
RESIDENCIAL;ESTRATO 4;6;10;0;311;19;73;6.983.333.333
RESIDENCIAL;ESTRATO 4;13;7;6;14;12;12;1.066.666.667
RESIDENCIAL;ESTRATO 4;36;38;30;51;35;36;3.766.666.667
RESIDENCIAL;ESTRATO 4;49;41;32;59;57;48;4.766.666.667
RESIDENCIAL;ESTRATO 3;13;0;0;0;0;0;2.166.666.667
RESIDENCIAL;ESTRATO 4;8;9;4;10;10;5;7.666.666.667
RESIDENCIAL;ESTRATO 4;0;10;3;6;11;16;7.666.666.667
RESIDENCIAL;ESTRATO 4;1;40;109;271;154;52;104.5
RESIDENCIAL;ESTRATO 4;2;1;1;2;1;2;1.5
RESIDENCIAL;ESTRATO 4;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 4;21;17;13;26;26;36;2.316.666.667
RESIDENCIAL;ESTRATO 3;23;18;0;486;27;25;96.5
RESIDENCIAL;ESTRATO 4;28;9;10;24;9;9;1.483.333.333
RESIDENCIAL;ESTRATO 4;84;19;14;30;25;13;3.083.333.333
RESIDENCIAL;ESTRATO 3;9;12;7;13;17;13;1.183.333.333
RESIDENCIAL;ESTRATO 3;0;0;0;0;0;0;0
RESIDENCIAL;ESTRATO 3;7;0;0;8;26;15;9.333.333.333
RESIDENCIAL;ESTRATO 3;0;4;2;4;3;3;2.666.666.667
RESIDENCIAL;ESTRATO 4;9;10;8;23;20;18;1.466.666.667
RESIDENCIAL;ESTRATO 3;25;16;12;22;23;22;20
RESIDENCIAL;ESTRATO 4;1;0;1;1;1;1;0.8333333333
RESIDENCIAL;ESTRATO 3;5;5;4;7;9;18;8
RESIDENCIAL;ESTRATO 3;0;0;36;36;33;31;2.266.666.667
RESIDENCIAL;ESTRATO 4;73;47;45;61;207;142;9.583.333.333
RESIDENCIAL;ESTRATO 3;20;14;11;20;31;28;2.066.666.667
RESIDENCIAL;ESTRATO 3;7;6;5;10;8;6;7
RESIDENCIAL;ESTRATO 3;8;15;10;33;19;20;17.5
RESIDENCIAL;ESTRATO 3;9;23;17;6;12;6;1.216.666.667
RESIDENCIAL;ESTRATO 3;20;21;14;28;24;17;2.066.666.667
RESIDENCIAL;ESTRATO 3;2;5;3;5;2;3;3.333.333.333
RESIDENCIAL;ESTRATO 2;10;18;11;25;22;12;1.633.333.333
RESIDENCIAL;ESTRATO 2;4;16;10;24;7;9;1.166.666.667
RESIDENCIAL;ESTRATO 2;1;6;5;175;98;18;50.5
RESIDENCIAL;ESTRATO 2;29;24;17;39;26;24;26.5
RESIDENCIAL;ESTRATO 2;27;28;27;37;37;28;3.066.666.667
RESIDENCIAL;ESTRATO 2;54;12;13;18;15;8;20
RESIDENCIAL;ESTRATO 2;27;29;20;37;28;20;2.683.333.333
RESIDENCIAL;ESTRATO 2;5;7;12;37;37;33;2.183.333.333
RESIDENCIAL;ESTRATO 2;38;36;18;36;22;42;32
RESIDENCIAL;ESTRATO 2;27;22;18;32;28;35;27
RESIDENCIAL;ESTRATO 2;40;38;30;54;51;44;4.283.333.333
RESIDENCIAL;ESTRATO 2;4;8;6;13;11;12;9
RESIDENCIAL;ESTRATO 2;61;29;21;48;18;52;3.816.666.667
RESIDENCIAL;ESTRATO 2;50;47;11;42;30;50;3.833.333.333
RESIDENCIAL;ESTRATO 2;13;8;7;13;11;11;10.5
